phone_number,website,url,hosts,rooms,address,email_address,property_name
435 654-1400,http://www.theblueboarinn.com,http://theinnkeeper.com/listing/the-blue-boar-inn/, Eric May,14,"1235 Warm Springs Road, Midway, UT 84049",Innkeeper@theblueboarinn.com,The Blue Boar Inn
(251)928-6226,http://www.thefairhopeinn.com,http://theinnkeeper.com/listing/the-fairhope-inn-restaurant/, Tyler J. Kean,4,"63 South Church Street, Fairhope, AL 36532",fairhope63@aol.com,The Fairhope Inn & Restaurant
802.496.4263,http://www.yellowfarmhouseinn.com,http://theinnkeeper.com/listing/yellow-farmhouse-inn/, Mike & Sandi Anastos,8,"550 Old County Road, Waitsfield, VT 05673",innkeeper@yellowfarmhouseinn.com,Yellow Farmhouse Inn
757-422-1956,http://www.barclaycottage.com,http://theinnkeeper.com/listing/barclay-cottage-bed-breakfast/, Stephen & Marie-Louise LaFond,5,"400 16th Street, Virginia Beach, VA 23451",innkeepers@barclaycottage.com,Barclay Cottage Bed & Breakfast
504.862.6396,http://www.mandevilla.com,http://theinnkeeper.com/listing/mandevilla-bed-and-breakfast/, Allen and Marnie Borne,6,"7716 St. Charles Avenue, New Orleans, LA 70118",marnie-allen@mandevilla.com,Mandevilla Bed and Breakfast
503-368-1001,http://www.spindrift-inn.com,http://theinnkeeper.com/listing/spindrift-inn/," John Slack, General Manager",14,"114 Laneda Ave, Manzanita, OR 97130",info@spindrift-inn.com,Spindrift Inn
207.646.5562,http://www.thesparhawk.com/,http://theinnkeeper.com/listing/sparhawk-oceanfront-resort/, Staff,,"85 Shore Road, Ogunquit, ME 03907",info@thesparhawk.com ,Sparhawk Oceanfront Resort
(802) 226-7361,http://www.castlehillresortvt.com/,http://theinnkeeper.com/listing/castle-hill-resort-and-spa/, Leo Xarras,10,"Route 103 Proctorsville 05153, Ludlow, VT 05149",sales@thecastle-vt.com,Castle Hill Resort and Spa
(352) 735-3800,http://www.MagnoliaInn.net/,http://theinnkeeper.com/listing/magnolia-inn-bed-and-breakfast/, Pamela & Keith,6,"347 East Third Avenue, Mount Dora, FL 32757",info@magnoliainn.net,Magnolia Inn Bed and Breakfast
305-293-0020,http://www.conchhouse.com/,http://theinnkeeper.com/listing/the-conch-house/, Sam Holland,8,"625 Truman Ave, Key West, FL 33040",info@conchhouse.com,The Conch House
346-8061,http://www.inn-adc.com,http://theinnkeeper.com/listing/inn-at-deep-canyon/, Linda Carter,32,"74470 Abronia Trail, Palm Desert, CA 92260",innkeeper@inn-adc.com,Inn at Deep Canyon
321 722-2727,http://www.portdhiver.com,http://theinnkeeper.com/listing/port-dhiver-bed-and-breakfast/, ,10,"201 Ocean Avenue, Melbourne Beach, FL 32951",info@portdhiver.com,Port d'Hiver Bed and Breakfast
707-887-3300,http://www.farmhouseinn.com,http://theinnkeeper.com/listing/farmhouse-inn-and-restaurant-2/, Catherine and Joe Bartolomei,10,"7871 River Road, Forestville, CA 95436",innkeep@farmhouseinn.com,Farmhouse Inn and Restaurant
866-398-4432,http://www.hendersonparkinn.com,http://theinnkeeper.com/listing/henderson-park-inn/, ,35,"2700 Scenic Highway 98, Destin, FL 32541",innkeeper@hendersonparkinn.com,Henderson Park Inn
1-707-255-1197,http://www.millikencreekinn.com/index.php,http://theinnkeeper.com/listing/milliken-creek-inn/, David,12,"1815 Silverado Trail, Napa, CA 94558",millikencreekinn@foursisters.com,Milliken Creek Inn
941-488-7272,http://www.gulfsandsbeachresort.com/,http://theinnkeeper.com/listing/gulf-sands-beach-motel-apartments/, Alan Redmon,16,"433 Casey Key Rd., Nokomis, FL 34275",alanredmon@gulfsandsbeachresort.net,Gulf Sands Beach Resort
407-648-5188,http://www.orlandohistoricinn.com/,http://theinnkeeper.com/listing/courtyard-lake-lucerne/, ,4,"211 N Lucerne Circle East, Orlando, FL 32801",info@OrlandoHistoricInn.com ,The Courtyard at Lake Lucerne
1-603-532-7800,http://www.monadnockinn.com/,http://theinnkeeper.com/listing/the-monadnock-inn/," B Noel Pierce, Stephen Pierce, Max Mitchell",11,"379 Main Street, Jaffrey, NH 03452",info@monadnockinn.com,The Monadnock Inn
(207) 706-7990,http://www.16bayview.com/,http://theinnkeeper.com/listing/16-bay-view-hotel/, Matthew,21,"16 Bay View  St., Camden, ME 04843",frontdesk@16bayview.com,16 Bay View Hotel
561-655-8932,http://www.casagrandview.com/,http://theinnkeeper.com/listing/casa-grandview-historic-luxury-inn-cottages-suites/, Cheryl and Kirk Grantham,16,"1410 Georgia Avenue, West Palm Beach, FL  33401",stay@casagrandview.com,Casa Grandview Historic Luxury Inn
904-824-2116,http://www.thekenwoodinn.com/,http://theinnkeeper.com/listing/kenwood-inn/," Pat, Ted, & Kate Dobosz",13,"38 Marine Street, Saint Augustine, FL 32084",contactus@thekenwoodinn.com,The Kenwood Inn
(561) 533-6900 ,http://www.mangoinn.com/,http://theinnkeeper.com/listing/mango-inn/, Chet Patel,10,"128 N. Lakeside Dr., Lake Worth, FL 33460",themangoinn@gmail.com,The Mango Inn
904-824-0887,http://www.casadesuenos.com,http://theinnkeeper.com/listing/casa-de-suenos-bb/, Joe & Margaret Finnegan,6,"20 Cordova St, Saint Augustine, FL 32084",dream@casadesuenos.com,Casa de Suenos B&B
772.781.4244,http://www.innshepard.com/,http://theinnkeeper.com/listing/inn-shepards-park/, Marilyn Miller,4,"601 SW Ocean Blvd., Stuart, FL 34994",marilyn@innshepard.com,Inn Shepard's Park
239.332.2651,http://www.thehibiscushousebnb.com/,http://theinnkeeper.com/listing/hibiscus-house/, David & Pam McCurrach,5,"2135 Mcgregor Blvd, Fort Myers, FL 33901",info@thehibiscushousebnb.com,The Hibiscus House
228.207.1540,http://www.theguesthousebnb.com/,http://theinnkeeper.com/listing/guest-house-gulfport-landing/, Jason Wilson,,"1114 32nd Avenue, Gulfport, MS 39501",info@theguesthousebnb.com,The Guest House at Gulfport Landing
352-468-2703,http://hamptonlakebb.com/,http://theinnkeeper.com/listing/hampton-lake-bed-breakfast/, Paula Register,7,"U.S. Hwy 301 South, Hampton, FL 32044",HamptonLBB@aol.com,Hampton Lake Bed & Breakfast
1 601 304 5378 ,https://www.dshieldsusa.com/,http://theinnkeeper.com/listing/devereaux-shields-house/, Ron & Eleanor Fry,6,"709 N Union St, Natchez, MS 39120",comfort@dshieldsusa.com,Devereaux Shields House
941-778-5444,http://www.harringtonhouse.com/,http://theinnkeeper.com/listing/harrington-house-beachfront-bb/, Mark Davis,19,"5626 Gulf Drive, Holmes Beach, FL 34217",info@harringtonhouse.com,Harrington House Beachfront B&B
(941) 473-2361 ,http://www.pearlbeachinn.com/,http://theinnkeeper.com/listing/pearl-beach-inn/, ,12,"7990 Manasota Key Road, Englewood, FL 34223",Stay@PearlBeachInn.com,Pearl Beach Inn
(979) 836-7393,http://www.antstreetinn.com/,http://theinnkeeper.com/listing/ant-street-inn-2/, Keith and Suzy Hankins,15,"107 W. Commerce St., Brenham, TX 77833",stay@antstreetinn.com,Ant Street Inn
(207) 843-5123,,http://theinnkeeper.com/listing/lucerne-inn/,,,"2517 Main Rd., Dedham, ME 04429",info@lucerneinn.com,The Lucerne Inn
(866) 996-9939,,http://theinnkeeper.com/listing/rosen-shingle-creek/,,,"9939 Universal Blvd, Orlando, FL 32819",info@rosenshinglecreek.com,Rosen Shingle Creek
1-941-951-0111,https://hotelranola.com,http://theinnkeeper.com/listing/hotel-ranola/, Staff,9,"118 INDIAN PLACE, #6, Sarasota, FL 34236",info@hotelranola.com,Hotel Ranola
(303) 297-3111,https://www.brownpalace.com/,http://theinnkeeper.com/listing/brown-palace-hotel-spa/, Staff,,"321 17th Street, Denver, CO 80202",marketing@brownpalace.com,The Brown Palace Hotel and Spa
(941) 346-7196,http://www.innonsiestakey.com/,http://theinnkeeper.com/listing/inn-siesta-key/,,,"515 Beach Road, Sarasota, FL 34242",info@theinnonsiestakey.com,The Inn on Siesta Key
941-349-6505,http://www.siestabreakers.com/main.html,http://theinnkeeper.com/listing/breakers-siesta-key/,,,"6480 Midnight Pass Rd, Sarasota, FL 34242",siestabkrs@aol.com,Siesta Breakers
904-824-5214,http://www.victorianhousebnb.com,http://theinnkeeper.com/listing/victorian-house-inn/, ,12,"11 Cadiz Street, Saint Augustine, FL 32084",victorianhouse@bellsouth.net,Victorian House Inn
(941) 966-2121,http://www.bentleyssarasota.com/,http://theinnkeeper.com/listing/bentleys-boutique-hotel/, Staff,,"1660 South Tamiami Trail, Osprey, FL 34229",gm@bentleyssarasota.com,Bentley's Boutique Hotel
941-488-7990,http://nokomisflvacationrentals.com,http://theinnkeeper.com/listing/addys-villas-vacation-rentals/, ,8,"330 Tamiami Trail North, Nokomis, FL 34275",info@addysvillas.com,Addy's Villas Vacation Rentals
561-833-9023,http://www.grandview-gardens.com/,http://theinnkeeper.com/listing/grandview-gardens-bed-breakfast/," Peter Emmerich, Rick Rose & Jan Weimar",5,"1608 Lake Ave., West Palm Beach, FL 33401",peter.emmerich@grandview-gardens.com,Grandview Gardens Bed & Breakfast
352-388-8044,http://www.naturecoastinn.com/,http://theinnkeeper.com/listing/nature-coast-inn/, Patti Haines,9,"649 West Highway 40, Inglis, FL",naturecoastinn@gmail.com,Nature Coast Inn
(305) 296-9292,http://the-garden-house.com/index.htm,http://theinnkeeper.com/listing/garden-house/, John & Connie Manasco,10,"329 Elizabeth Street, Key West, FL 33040",stay@gardenhousekeywest.com,Garden House
(352) 543-9000,http://cedarkeybedandbreakfast.com/,http://theinnkeeper.com/listing/cedar-key-bed-breakfast/, Alice Phillips-Oakley,10,"810 3rd Street, Cedar Key, FL 32625",info@cedarkeybandb.com,Cedar Key Bed and Breakfast
352.383.4440,http://grandviewbb.net,http://theinnkeeper.com/listing/grandview-bed-breakfast-2/, Gwendolyn Smith,,"442 E 3rd Avenue, Mount Dora, FL 32757",grandviewbb@earthlink.net,Grandview Bed and Breakfast
850.948.5352,http://www.gracemanorinn.com,http://theinnkeeper.com/listing/grace-manor-bed-breakfast/, Brenda Graham,5,"117 SW US 221, Greenville, FL",vacation@gracemanorinn.com,Grace Manor Bed and Breakfast
904-264-6070,http://www.clubcontinental.com/guest_rooms.htm,http://theinnkeeper.com/listing/club-continental-suites-2/, Karrie Massee,22,"2143 Astor Street, Jacksonville, FL 32073", office@hotelontheriver.com,Club Continental Suites
407-349-5724,http://www.danvillebnb.com,http://theinnkeeper.com/listing/danville-bed-breakfast/, Dan Shaw,,"232 N. Jungle Road, Geneva, FL 32732",stay@danvillebnb.com,Danville Bed and Breakfast
305.852.3996,http://www.casathorn.com/,http://theinnkeeper.com/listing/casa-thorn/, Thorn Trainer,5,"114 Palm Lane, Islamorada, FL 33036",casathorn@webtv.net,Casa Thorn
352.383.6541,http://www.thecinnamoninn.com,http://theinnkeeper.com/listing/cinnamon-inn/, Kathryn Sasser,4,"7241 Lake Ola Drive, Mount Dora, FL 32757", innkeeper@thecinnamoninn.com,Cinnamon Inn
904-461-8727,http://www.beachfrontbandb.com,http://theinnkeeper.com/listing/beachfront-bed-breakfast/, Lauren & Rich O'Brien,8,"1 F Street, Saint Augustine, FL 32080",info@beachfrontbandb.com,Beachfront Bed & Breakfast
239-283-7510,http://www.webbwiz.com/inn/,http://theinnkeeper.com/listing/baview-bnb/,,,"12251 Shoreview Drive, Matlacha, FL 33993",cmanatee2@msn.com,Bayview BnB
904-829-0076,http://www.atjourneysend.com,http://theinnkeeper.com/listing/journeys-end-bed-breakfast/, Tim Millbern & John Gallagher,5,"89 Cedar Street, Saint Augustine, FL 32084",contact@atjourneysend.com,At Journey's End Bed and Breakfast
386-775-7648,http://allinghousebb.com/index.php,http://theinnkeeper.com/listing/alling-house-bb/, Gerald & Nan Hill,3 Rooms 5 Cottages,"215 E. French Ave., Orange City, FL 32763",info@allinghousebb.com,Alling House B&B
386-428-3499,http://www.florida-inns.com/listings_bounce.php?id=1367&l=c,http://theinnkeeper.com/listing/anchor-inn-bed-breakfast/, Marie Kveen & Ellen Stoddard,6,"312 Washington St., New Smyrna Beach, FL 32168",anchorinnbnb@gmail.com,Anchor Inn Bed and Breakfast
904-824-6621,http://www.63orangestreet.com/,http://theinnkeeper.com/listing/63-orange-street-bed-breakfast-inn/, Jackie Kent,5,"63 Orange Street, Saint Augustine, FL 32084",jackie@63orangestreet.com,63 Orange Street Bed and Breakfast Inn
850-997-4568,https://www.johndenhamhouse.com/,http://theinnkeeper.com/listing/1872-john-denham-house/, Pat Inmon,5,"555 West Palmer Mill Road, Monticello, FL 32344", p_inmon@yahoo.com,1872 John Denham House
8447038085,http://hotelella.com/,http://theinnkeeper.com/listing/hotel-ella/, Staurt McManus  Steve Shotsberger,47,"1900 Rio Grande, Austin, TX 78705",https,Hotel Ella
435-690-9969,http://www.brycecanyonbedandbreakfast.com/,http://theinnkeeper.com/listing/bryce-canyon-livery-bed-breakfast/,,,"660 West 50 South, Tropic, UT 84776",brycecanyonlivery@gmail.com,The Bryce Canyon Livery Bed and Breakfast
(207) 563-5685 ,http://www.newcastleinn.com/,http://theinnkeeper.com/listing/newcastle-inn/, ,14,"60 River Rd, Newcastle, ME 04553",info@newcastleinn.com,Newcastle Inn
508-228-9222,http://www.unioninn.com/,http://theinnkeeper.com/listing/union-street-inn-2/, ,12,"Union Street Inn 7 Union Street Nantucket, MA 02554, Nantucket, MA 02554",Info@UnionInn.com,Union Street Inn
509-664-0400,http://www.applecountryinn.com/index.html,http://theinnkeeper.com/listing/apple-country-inn/, Angela and David Lawrence ,6,"524 Okanogan Ave, , WA 98801",innkeepers@applecountryinn.com,Apple Country Inn
1-541-899-2050,http://countryhouseinnsjacksonville.com/?_ga=1.172180384.2009944923.1464287146,http://theinnkeeper.com/listing/country-house-inns-jacksonville/, Front Desk Manager: Jesse Martin,,"830 N. 5th Street, Jacksonville, OR 97530",innkeeper@countryhouseinnsjacksonville.com,Country House Inns Jacksonville
(414) 963-9211,http://www.northwoodsrealty.com/?q=drealty_listing/156875,http://theinnkeeper.com/listing/christiansen-home-sale/, ,"6 Bedrooms, 5.5 Baths","2294 HWY 17, Phelps, WI 54554",denee623@gmail.com,Christiansen Home â€“ For Sale
1-541-955-0600,http://www.thelodgeatriverside.com/,http://theinnkeeper.com/listing/lodge-riverside/,,,"955 SE 7th Street, , OR 97526",reservations@thelodgeatriverside.com,The Lodge At Riverside
978-546-3825,http://www.captainshouse.com,http://theinnkeeper.com/listing/captains-house-rockport/,,,"69 Marmion Way, Rockport, MA 01966",info@captainshouse.com,Captain's House in Rockport
(207) 865-1868,http://candlebaymaine.com,http://theinnkeeper.com/listing/candlebay-inn/, ,7,"8 Maple Avenue, Freeport, ME 04032",info@candlebaymaine.com,Candlebay Inn
866.724.9715,http://www.rustyspurr.com,http://theinnkeeper.com/listing/rusty-spurr-ranch/,,,"County Road 387, Kremmling, CO 80459",info@RustySpurr.com,Rusty Spurr Ranch
1-774 316 4148,http://www.cottageguest.com/,http://theinnkeeper.com/listing/cottage-guest/,,,"55 Northwest Street, Eastham, MA 06242",info@CottageGuest.com,Cottage Guest
508-240-1616 ,http://www.covebluffsinn.com,http://theinnkeeper.com/listing/cove-bluffs-inn/,,,"25 Seaview Road, Eastham, MA 02642",reservations@covebluffsinn.com,Cove Bluffs Inn
(228) 452-5677,http://oakcrestmansion.com/,http://theinnkeeper.com/listing/oak-crest-mansion-inn/, Chase and Erin Moseley,10,"5267 Menge Avenue, Pass Christian, MS 39571",info@oakcrestmansion.com,Oak Crest Mansion Inn
1-601-883-1525,http://www.baerhouseinn.ms/,http://theinnkeeper.com/listing/baer-house-inn/, Corey and Patricia Rickrode,7,"1117 Grove Street, Vicksburg, MS 39180",baerhouseinn@gmail.com,Baer House Inn
(601) 304-5806,http://www.bislandhouse.com/,http://theinnkeeper.com/listing/bisland-house-bed-breakfast/, Christine and Byron Tims,3,"404 S. Commerce St, Natchez, MS 39120",bislandhouse@yahoo.com,Bisland House Bed and Breakfast
814-626-1788,http://www.the1788inn.com/,http://theinnkeeper.com/listing/1788-inn/, Scott & Kathy Lloyd,4,"16200 Lincoln Highway, Breezewood, PA 15533",mailto,The 1788 Inn
1 601-442-8848,http://eolahotel.com/main/home,http://theinnkeeper.com/listing/eola-hotel/, Innkeeper,16,"201 N. Pearl Street, Natchez, MS 39120",eolahotel@yahoo.com,Eola Hotel
(207) 775-9090,http://www.portlandharborhotel.com/,http://theinnkeeper.com/listing/portland-harbor-hotel/, Staff,,"468 Fore Street, Portland, ME 04101",portlandfom@harthotels.com,Portland Harbor Hotel
207.564.8851,http://freedomhousebandb.com/,http://theinnkeeper.com/listing/freedom-house-2/, Dennis and Chris,3,"140 East Main Street, Dover Fox Croft, ME 04426",Freedomop@roadrunner.com,Freedom House
 831-652-8999,http://www.oldmontereyinn.com/,http://theinnkeeper.com/listing/old-monterey-inn-3/, Catherine,9,"500 Martin St, Monterey, CA 93940",omi@oldmontereyinn.com,Old Monterey Inn
386-410-4868,http://blackdolphininn.com/hotdeals.aspx,http://theinnkeeper.com/listing/black-dolphin-inn/, Brett P  Smith & Taylor C. Smith,14 - including 4 suites,"916 South Riverside Drive, New Smyrna Beach, FL 32168",info@blackdolphininn.com,Black Dolphin Inn
1-386-454-2206,http://www.gradyhouse.com/home/,http://theinnkeeper.com/listing/grady-house-bed-breakfast/, Paul and Lucie Regensdorf,6,"420 NW 1st Ave, High Springs, FL 32643",gradyhouse@gradyhouse.com,Grady House Bed & Breakfast
843-410-9958,http://www.homeaway.com/vacation-rental/p162544#summary,http://theinnkeeper.com/listing/the-lords-house/,,,"1310 Lark Avenue, Hanahan, SC 29410",thelordshouse1@comcast.net,The Lords House
1-352-375-6653,http://www.magnoliabnb.com/,http://theinnkeeper.com/listing/magnolia-plantation/, Joe & Cindy Montalto and Abbey the Collie,5,"309 SE 7th Street, Gainesville, FL 32601",info@magnoliabnb.com,Magnolia Plantation
1-209-267-5882,http://www.foxesinn.com/,http://theinnkeeper.com/listing/foxes-inn-of-sutter-creek/, Wendy,7,"77 Main Street, Sutter Creek, CA 95685",innkeeper@foxesinn.com,Foxes Inn of Sutter Creek
1-352-373-4535,http://www.laureloakinn.com/,http://theinnkeeper.com/listing/the-laurel-oak-inn/, Monta and Peggy Burt,5,"221 SE Seventh Street, Gainesville, FL 32601",inquiries@laureloakinn.com,The Laurel Oak Inn
303-437-8245,http://theholidaychalet.com/,http://theinnkeeper.com/listing/holiday-chalet-a-victorian-hotel/, Crystal Sharp,8,"1820 E Colfax Ave, Denver, CO 80218",info@theholidaychalet.com,"Holiday Chalet, A Victorian Hotel"
1-916-658-1818,http://www.innatparkside.com/,http://theinnkeeper.com/listing/the-inn-spa-at-parkside/, April Meyers,11,"2116 Sixth Street, Sacramento, CA 95818",info@innatparkside.com,The Inn & Spa at Parkside
1-530-964-2602,http://www.mccloudmercantile.com/,http://theinnkeeper.com/listing/mccloud-river-mercantile-inn/, Kevin and Darlene Mathis,10,"241 Main Street, McCloud, CA 96057",info@mccloudmercantile.com,McCloud River Mercantile Inn
1-916-444-8085,http://www.amberhouse.com/,http://theinnkeeper.com/listing/amber-house-bed-and-breakfast-inn/, Judith Bommer,10,"1315 22nd Street, Sacramento, CA 95816",innkeeper@amberhouse.com,Amber House Bed and Breakfast Inn
(941)-266-9921,http://www.russellsretreat.com/index.html,http://theinnkeeper.com/listing/russells-retreat/, Lin & Ray,4,"217 Casey Key Road, Nokomis, FL 34275",csalati1@rochester.rr.com,Russells Retreat
(941) 488-1719,http://www.islandhouse.org/,http://theinnkeeper.com/listing/island-house-apartment-motel/, Manager,14,"205 Casey Key Rd., Nokomis, FL 34275",getaway@islandhouse.org,Island House Apartment Motel
1-415-332-9535,http://www.innabovetide.com/home.html,http://theinnkeeper.com/listing/the-inn-above-tide-bed-and-breakfast/, Mark Davis Flaherty,29,"30 El Portal, Sausalito, CA 94965",stay@innabovetide.com,The Inn Above Tide Bed and Breakfast
1-415-332-0700,http://www.hotelsausalito.com/,http://theinnkeeper.com/listing/hotel-sausalito/, ,16,"16 El Portal, Sausalito, CA 94965",info@hotelsausalito.com,Hotel Sausalito
1-800-997-4652,https://www.facebook.com/5-Continents-Inn-125193170863875/,http://theinnkeeper.com/listing/five-continents-bed-and-breakfast/, Jess Beaty,4,"1731 Esplanade Avenue, New Orleans, LA 70116",fivecontinentsbnb@cox.net,Five Continents Bed and Breakfast
-5202,http://www.atwoodinn.com/,http://theinnkeeper.com/listing/the-atwood-inn/, Sandi & Fred Hoffmeister,7,"71 Hill Road, Franklin, NH 03235",info@atwoodinn.com,The Maria Atwood Inn
(415) 663-8846,http://www.blackheroninn.com/,http://theinnkeeper.com/listing/black-heron-inn/, Susan,3,"51 Cypress Road, Point Reyes Station, CA 94956",stay@blackheroninn.com,Black Heron Inn
1-805-963-7851,http://www.innbytheharbor.com/,http://theinnkeeper.com/listing/inn-by-the-harbor/, ,42,"433 West Montecito Street, Santa Barbara, CA 93101",innbytheharbor@sbhotels.com,Inn By The Harbor
1-603-585-9000,http://fitzwilliaminn.com/,http://theinnkeeper.com/listing/the-fitzwilliam-inn/, Chelley & Dave,6,"62 NH Route 119 West, Fitzwilliam, NH 03447",info@fitzwilliaminn.com,The Fitzwilliam Inn
1-207-839-5843,http://www.pinecrestmaine.com/,http://theinnkeeper.com/listing/pinecrest-bb/, Matt ,7,"91 South St, Gorham, ME 04038",matt@pinecrestmaine.com,PineCrest B&B
303-278-6616,http://pansysparlor.com/,http://theinnkeeper.com/listing/pansys-parlor-bed-and-breakfast/, John & Judy Early,4,"906 12th Street, Golden, CO 80401",pansysparlor@gmail.com,Pansy's Parlor Bed and Breakfast
(954) 463-2032,http://www.granadainn.net/,http://theinnkeeper.com/listing/granada-inn/, ,12,"3011 Granada St, Fort Lauderdale, FL 33304",reservations@granadainn.net,Granada Inn
562-436-3111,http://boatandbed.com/,http://theinnkeeper.com/listing/dockside-boat-bed/, Staff,5,"316 E Shoreline Dr, Long Beach, CA 90802",reservations@boatandbed.com,Dockside Boat & Bed
1-707-254-9301,http://www.napawhitehouseinn.com/,http://theinnkeeper.com/listing/the-white-house-inn-spa/," Linda Griffiths, Darcy Tunt",17,"443 Brown Street, Napa, CA 94559",Info@NapaWhiteHouseInn.com,The White House Inn & Spa
(619) 230.1600,http://www.littleitalyhotel.com/index.html,http://theinnkeeper.com/listing/little-italy-inn/, Innkeeper,23,"505 West Grape Street, San Diego, CA 92101",frontdesk@littleitalyhotel.com,Little Italy Inn
1-707-257-2886,http://www.innonrandolph.com/,http://theinnkeeper.com/listing/inn-on-randolph/, Karen Lynch,10,"411 Randolph Street, Napa, CA 94559",reservations@innonrandolph.com,Inn On Randolph
941.488.0715,http://www.beachcombercaseykey.com/,http://theinnkeeper.com/listing/the-beachcomber-on-casey-key/, Tekla,12,"129 Casey Key Road, Nokomis, FL 34275",tekla@beachcombercaseykey.com,The Beachcomber on Casey Key
(941) 485-8771,http://www.abeachretreat.com/,http://theinnkeeper.com/listing/a-beach-retreat-on-casey-key/, Owner,26,"105 Casey Key Rd., Nokomis, FL 34275",reservations@abeachretreat.com,A Beach Retreat on Casey Key
207-695-4400,https://www.lodgeatmooseheadlake.com,http://theinnkeeper.com/listing/lodge-at-moosehead-lake/, Dennis & Linda Bortis,9,"368 Lily Bay Road, Greenville, ME 04441",innkeeper@lodgeatmooseheadlake.com,Lodge at Moosehead Lake
541-265-3888,http://oceanhouse.com,http://theinnkeeper.com/listing/ocean-house-bed-and-breakfast/, Dawn and Craig Lodge,8,"4920 NW Woody Way, Newport, OR 97365",oceanhousebb@gmail.com,Ocean House Bed and Breakfast
(941) 349-9025,http://www.siestakeybungalows.com/,http://theinnkeeper.com/listing/siesta-key-bungalows/, ,10,"8212 Midnight Pass Road, Siesta Key, FL 34242",mail@siestakeybungalows.com,Siesta Key Bungalows
504-586-0800,http://www.chateaubourbonneworleans.com/,http://theinnkeeper.com/listing/chateau-bourbon-a-wyndham-historic-hotel/, Chateau Bourbon - A Wyndham Historic Hotel,251,"800 Iberville Street, New Orleans, LA 70112",chateaubourbonneworleans@milestoneinternet.com,Chateau Bourbon â€“ A Wyndham Historic Hotel
904-277-4300,http://www.hoythouse.com,http://theinnkeeper.com/listing/the-hoyt-house-bed-breakfast-inn/, Myrta Defendini,10,"804 Atlantic Avenue, Amelia Island, FL 32034",innkeeper@hoythouse.com,The Hoyt House Bed & Breakfast Inn
(928) 284-2020,http://www.adobe-hacienda.com/,http://theinnkeeper.com/listing/adobe-hacienda-bed-breakfast/, Pauline and Brad,7,"10 Rojo Drive, Sedona, AZ 86351",info@adobe-hacienda.com,Adobe Hacienda Bed & Breakfast
337-281-0807,http://www.thecaldwell.com,http://theinnkeeper.com/listing/the-caldwell-house/, Carolyn Sagrera,5,"105 E. Vermilion Street, Abbeville, LA 70510",carolyn@thecaldwell.com,The Caldwell House
603-356-2694,http://www.farmbytheriver.com,http://theinnkeeper.com/listing/farm-by-the-river-bb-with-stables/," Charlene Browne, Rick Davis",9,"2555 West Side Road, North Conway, NH 03860",info@farmbytheriver.com,Farm by the River B&B with Stables
(504) 368-1123,http://www.risingsunbnb.com/,http://theinnkeeper.com/listing/house-of-the-rising-sun-bed-and-breakfast/, Wendy Portier Herridge and Kevin Herridge,2,"335 Pelican Avenue, New Orleans, LA 70114",cockney@bellsouth.net,House of the Rising Sun Bed and Breakfast
321-268-4653,http://www.casacoquina.com/,http://theinnkeeper.com/listing/casa-coquina/, ,8,"4010 Coquina Avenue, Titusville, FL 32780",casacoquinadelmar@gmail.com,Casa Coquina del Mar
1-530-544-7040,http://www.hollysplace.com/,http://theinnkeeper.com/listing/hollys-place/, Holly,7,"1201 Rufus Allen Blvd., South Lake Tahoe, CA 96150",reservations@hollysplace.com,Holly's Place
(541) 488-4428,http://www.ashlandbb.com/,http://theinnkeeper.com/listing/ashlands-tudor-house-bed-and-breakfast/, Raliegh Grantham,5,"271 Beach Street, Ashland, OR 97520",innkeeper@ashlandbb.com,Ashland's Tudor House Bed and Breakfast
239-947-7746,http://www.sunnybeachretreat.com/,http://theinnkeeper.com/listing/sunny-beach-retreat/, Melanie & Joseph Fiato,3,"27340 Hickory Blvd, Bonita Springs, FL 34134",sunnybeachretreat@gmail.com,Sunny Beach Retreat
(239) 233-8542,http://www.mangostreetinn.com/,http://theinnkeeper.com/listing/mango-street-inn/, Dan and Tree Andre,6,"126 Mango Street, Fort Myers, FL 33931",tree@mangostreetinn.com,Mango Street Inn
(603)383-4313,http://www.christmasfarminn.com/,http://theinnkeeper.com/listing/christmas-farm-inn-spa/, Gary Plourde,41,"3 Blitzen Way, Jackson, NH 03846",guestservices@christmasfarminn.com,Christmas Farm Inn & Spa
1-916-444-5464,http://www.deltaking.com/,http://theinnkeeper.com/listing/delta-king/, Coyne Family,44,"1000 Front Street, Sacramento, CA 95814",info@deltaking.com,Delta King
(207) 677-2105,http://www.bradleyinn.com/,http://theinnkeeper.com/listing/the-bradley-inn/, Warren and Beth,16,"3063 Bristol Road, New Harbor, ME 04554",info@bradleyinn.com,The Bradley Inn
207-824-2002,http://www.norsemaninn.com/,http://theinnkeeper.com/listing/norseman-inn-and-motel/, Dale,30,"Mayville Road (Route 2), Bethel, ME 04217",norsemanmotel@gmail.com,Norseman Inn and Motel
207-824-3400,http://www.holidaehouse.com/,http://theinnkeeper.com/listing/austins-holidae-house/, Jeanette and John Poole,7,"85 Main Street, Bethel, ME 04217",stay@holidaehouse.com,Holidae House
760.912.3838,http://www.rhinestonerose.com/,http://theinnkeeper.com/listing/a-rhinestone-rose-bed-and-breakfast/, Innkeeper,3,"5194 Lone Pine Canyon Rd, Wrightwood, CA 92397",stay@therhinestonerose.com,A Rhinestone Rose Bed and Breakfast
